,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3279,Skoda Laura 1.8 TSI Ambiente,Delhi,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,4.0
3280,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,7.54
3281,Porsche Cayenne Diesel,Coimbatore,2015,60395,Diesel,Automatic,First,16.12 kmpl,2967 CC,245 bhp,5.0,45.82
3282,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7.0,32.0
3283,Maruti Ritz VDi,Kolkata,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,2.5
3284,Land Rover Range Rover Sport SE,Kochi,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5.0,97.07
3285,Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,3.6
3286,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,10601,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19.65
3287,Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,2.87
3288,Hyundai Verna VTVT 1.6 AT SX Plus,Kochi,2019,12645,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,11.5
3289,Ford Figo Diesel Titanium,Coimbatore,2013,44731,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,4.34
3290,Tata New Safari DICOR 2.2 EX 4x4 BS IV,Jaipur,2012,75391,Diesel,Manual,First,13.93 kmpl,2179 CC,138 bhp,7.0,3.75
3291,Ford EcoSport 1.5 TDCi Titanium,Hyderabad,2016,36778,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,8.8
3292,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,3.7
3293,Maruti Swift LDI,Delhi,2014,52000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,4.25
3294,Maruti Wagon R LXI BSIII,Jaipur,2009,83816,Petrol,Manual,Second,14.0 kmpl,1061 CC,64 bhp,5.0,1.85
3295,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,Third,20.3 kmpl,1086 CC,68 bhp,5.0,0.7
3296,Honda City i VTEC CVT VX,Delhi,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,7.41
3297,BMW 3 Series Luxury Line,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,29.95
3298,Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,3.12
3299,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,5.0
3300,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,2.25
3301,Maruti Swift 1.3 VXi,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,2.11
3302,Hyundai i20 1.2 Asta with AVN,Coimbatore,2015,20045,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,6.22
3303,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33 kmpl,1968 CC,138.1 bhp,5.0,5.64
3304,Hyundai i10 Sportz 1.1L,Mumbai,2011,15590,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,2.25
3305,Mahindra XUV500 W8 2WD,Mumbai,2015,83000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,9.0
3306,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,18.39
3307,Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,6.4
3308,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,6.89
3309,Hyundai Santro Xing GL Plus,Kolkata,2013,31000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,1.75
3310,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5.0,3.0
3311,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,34000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,13.65
3312,Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,5.95
3313,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5.0,0.85
3314,Hyundai i20 1.2 Spotz,Mumbai,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.45
3315,Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.65
3316,BMW 6 Series Gran Coupe,Kochi,2018,20004,Diesel,Automatic,First,17.54 kmpl,2993 CC,313 bhp,4.0,68.94
3317,Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,7.21
3318,Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,23.5
3319,Hyundai Grand i10 Sportz,Delhi,2015,27000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,4.5
3320,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,7.25
3321,Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,2.47
3322,Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2017,37024,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,10.97
3323,Hyundai i10 Asta,Kolkata,2010,32000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,2.07
3324,Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,43.35
3325,Skoda Rapid 1.6 TDI Ambition,Pune,2013,64186,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,3.76
3326,Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,5.0
3327,Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,8.0,4.3
3328,Chevrolet Cruze LTZ AT,Pune,2009,73204,Diesel,Automatic,Third,18.1 kmpl,1991 CC,147.9 bhp,4.0,3.5
3329,Toyota Innova 2.0 E,Delhi,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,4.5
3330,Land Rover Freelander 2 TD4 S,Bangalore,2010,125000,Diesel,Automatic,Second,0.0 kmpl,2179 CC,115 bhp,5.0,11.0
3331,Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,3.25
3332,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,6.93
3333,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,Bangalore,2011,25000,Petrol,Automatic,Second,12.3 kmpl,1796 CC,185 bhp,5.0,22.0
3334,Honda City 1.5 V MT,Bangalore,2009,71400,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5.0,3.8
3335,Toyota Fortuner 4x4 AT,Delhi,2017,25000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,32.0
3336,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,6.16
3337,Mercedes-Benz SL-Class SL 500,Kolkata,2010,35000,Petrol,Automatic,First,8.1 kmpl,5461 CC,387.3 bhp,2.0,29.5
3338,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,4.9
3339,Honda Amaze VX AT i-Vtech,Delhi,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,6.25
3340,BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5.0,9.0
3341,Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,2.4
3342,Hyundai i10 Era 1.1,Jaipur,2008,82203,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,1.8
3343,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,9.2
3344,Honda Amaze VX i-Vtech,Pune,2013,47000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,4.15
3345,Audi Q7 4.2 TDI Quattro Technology,Bangalore,2015,50000,Diesel,Automatic,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,48.0
3346,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,5.7
3347,Maruti Zen Estilo 1.1 VXI BSIII,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,1.2
3348,Hyundai Accent GLE 1,Chennai,2007,55000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,2.65
3349,Volkswagen Vento Diesel Trendline,Chennai,2011,41000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,4.0
3350,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,2.5
3351,Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Diesel,Automatic,Second,20.0 kmpl,2143 CC,107.3 bhp,5.0,19.75
3352,Mahindra Xylo E8 BS IV,Mumbai,2011,130000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,2.75
3353,Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,5.75
3354,Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,9.43
3355,Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7.0,8.2
3356,Hyundai Creta 1.6 VTVT S,Hyderabad,2015,48200,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,9.0
3357,Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,7.5
3358,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,7.11
3359,Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5.0,56.0
3360,Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,6.75
3361,Maruti SX4 ZDI Leather,Mumbai,2012,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,3.81
3362,Hyundai i20 Sportz 1.4 CRDi,Delhi,2014,55000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,5.64
3363,Mahindra XUV500 W4,Mumbai,2016,33000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,9.25
3364,Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,18.5
3365,Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5.0,3.25
3366,Maruti Wagon R LXI BS IV,Kochi,2015,43828,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,3.52
3367,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,5.0,2.0
3368,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5 kmpl,1595 CC,120.7 bhp,5.0,16.0
3369,Hyundai Santro Xing XG eRLX Euro III,Mumbai,2006,50888,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,1.15
3370,BMW 5 Series 520d Sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48 kmpl,,,,18.0
3371,Hyundai i20 Asta 1.4 CRDi,Delhi,2014,67407,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,4.65
3372,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,3.65
3373,Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,19.0
3374,Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,8.22
3375,Porsche Cayenne 2009-2014 Turbo,Mumbai,2008,73000,Petrol,Automatic,First,8.5 kmpl,4806 CC,500 bhp,5.0,14.5
3376,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,3.65
3377,Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,2.4
3378,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,5.9
3379,Maruti Wagon R VXI,Jaipur,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,4.5
3380,Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5.0,11.5
3381,Honda City 1.5 S MT,Hyderabad,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,5.5
3382,Maruti Swift Dzire VDI,Pune,2013,88000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,4.75
3383,Tata Indica V2 eLS,Chennai,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5.0,2.0
3384,Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,5.0,1.75
3385,Skoda Octavia Classic 1.9 TDI MT,Kolkata,2002,69000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5.0,1.6
3386,Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,9.99
3387,Audi A6 2011-2015 35 TFSI Technology,Mumbai,2015,55985,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5.0,23.5
3388,Honda Jazz 1.2 S i VTEC,Kolkata,2016,21771,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,4.95
3389,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,1.55
3390,Toyota Corolla 1.8 J,Kolkata,2009,60000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,5.0,2.25
3391,Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,37630,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,9.1
3392,BMW 3 Series 320d Luxury Line,Kochi,2017,55389,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,28.45
3393,Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,10.75
3394,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7.0,17.0
3395,Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5.0,32.95
3396,Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,3.6
3397,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,4.95
3398,Hyundai i20 Sportz 1.2,Kochi,2016,61823,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,6.14
3399,Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,5.99
3400,Tata Safari Storme VX Varicor 400,Jaipur,2017,37000,Diesel,Manual,First,14.1 kmpl,2179 CC,154 bhp,7.0,11.25
3401,BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,69000,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,54.0
3402,Maruti Swift VDI,Kochi,2016,38143,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,5.22
3403,Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,6.45
3404,Jaguar XF 2.2 Litre Luxury,Hyderabad,2015,50000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,38.0
3405,Maruti Baleno LXI - BSIII,Kochi,2006,70362,Petrol,Manual,Second,15.4 kmpl,1590 CC,null bhp,5.0,1.81
3406,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,13.5
3407,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87 kmpl,1461 CC,83.14 bhp,5.0,5.8
3408,Nissan Sunny 2011-2014 XV,Pune,2013,8000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,3.75
3409,Maruti Swift Dzire VXI,Coimbatore,2015,33195,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,6.26
3410,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,41.75
3411,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,8.42
3412,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.26 kmpl,1150 CC,74.9 bhp,5.0,0.99
3413,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,16.13
3414,Hyundai Verna 1.6 SX CRDI (O) AT,Pune,2014,57539,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,7.75
3415,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,16.56
3416,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,6.35
3417,Volkswagen Jetta 2007-2011 1.9 L TDI,Hyderabad,2010,42021,Diesel,Manual,First,0.0 kmpl,1968 CC,null bhp,5.0,5.45
3418,Renault Duster 110PS Diesel RxZ,Pune,2012,135000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,5.4
3419,Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7.0,6.25
3420,Maruti Ciaz 1.3 Alpha,Kochi,2018,39023,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,9.48
3421,Tata Indigo GLE,Chennai,2008,73000,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5.0,0.8
3422,Hyundai Verna VTVT 1.6 SX,Bangalore,2014,46676,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,7.75
3423,Ford EcoSport 1.5 Diesel Titanium Plus,Kochi,2017,78526,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,8.09
3424,Volkswagen Vento Petrol Highline,Mumbai,2011,66000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,2.95
3425,Maruti Eeco 7 Seater Standard,Mumbai,2014,34669,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,2.9
3426,Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,4.52
3427,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,3.5
3428,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,12.49
3429,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,7.77
3430,Mercedes-Benz S-Class 320 L,Mumbai,2006,30000,Petrol,Manual,First,13.0 kmpl,2987 CC,210 bhp,5.0,10.75
3431,Maruti Swift Vdi BSIII,Bangalore,2012,62000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5.0,4.5
3432,Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,6.96
3433,Audi A4 2.0 TDI Multitronic,Jaipur,2011,105000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5.0,14.5
3434,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,23.45
3435,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,7.0
3436,Maruti Swift VDI BSIV,Bangalore,2013,23000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,5.6
3437,Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,25.71
3438,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,7.49
3439,Hyundai Santro Xing XO,Chennai,2006,83072,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5.0,1.4
3440,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,4.65
3441,Maruti Alto 800 LXI,Jaipur,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,2.41
3442,Hyundai Verna CRDi,Hyderabad,2011,70000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,5.1
3443,Ford Fiesta 1.4 Duratorq ZXI,Pune,2012,78000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,2.8
3444,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,50000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,6.2
3445,Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5.0,3.3
3446,BMW 7 Series 730Ld Sedan,Chennai,2010,58000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,31.0
3447,Maruti Swift VDI Optional,Coimbatore,2018,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,7.05
3448,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5.0,1.65
3449,Nissan Terrano XV D Pre,Mumbai,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5.0,5.45
3450,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,4.87
3451,Maruti Swift VXI,Mumbai,2012,15000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,3.65
3452,Maruti Swift Dzire LDI,Pune,2017,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,4.25
3453,Honda CR-V 2.4 AT,Delhi,2010,94000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,4.8
3454,Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,3.87
3455,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,2.89
3456,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7.0,3.5
3457,Toyota Etios Liva GD,Chennai,2013,179000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,3.8
3458,Datsun redi-GO S,Chennai,2016,26239,Petrol,Manual,First,22.7 kmpl,799 CC,53 bhp,5.0,2.75
3459,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,9500,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5.0,3.5
3460,Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,2.5
3461,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,6.16
3462,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7.0,15.5
3463,Honda Amaze S i-Vtech,Coimbatore,2014,48997,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5.0,5.21
3464,Hyundai Verna CRDi SX,Jaipur,2008,170000,Diesel,Manual,Second,16.8 kmpl,1493 CC,110 bhp,5.0,1.5
3465,Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1 kmpl,2354 CC,142 bhp,5.0,3.5
